"tmp","gs"
0.0, 0.0091525423728811
0.2461538461538435,0.0091525423728811
0.49230769230769056,0.0091525423728811
0.9846153846153847,0.0091525423728811
1.4769230769230752,0.0091525423728811
1.9692307692307693,0.0091525423728811
2.46153846153846,0.0091525423728811
3.1999999999999993,0.0091525423728811
3.938461538461535,0.0091525423728811
4.6769230769230745,0.0091525423728811
5.661538461538459,0.012203389830508393
6.399999999999995,0.012203389830508393
7.138461538461538,0.015254237288135464
7.876923076923077,0.018305084745762534
9.107692307692304,0.021355932203389716
10.092307692307692,0.021355932203389716
12.553846153846155,0.024406779661016897
13.538461538461537,0.024406779661016897
14.276923076923076,0.024406779661016897
15.26153846153846,0.027457627118643968
16.738461538461536,0.03050847457627104
17.969230769230766,0.03355932203389811
19.446153846153845,0.03966101694915247
20.430769230769226,0.04271186440677954
21.16923076923077,0.048813559322033795
22.15384615384615,0.051864406779660865
22.892307692307693,0.05491525423728805
23.63076923076923,0.0610169491525423
24.369230769230764,0.06406779661016937
24.861538461538462,0.07016949152542362
25.599999999999998,0.0732203389830508
26.09230769230769,0.07932203389830494
26.83076923076923,0.08237288135593201
27.323076923076915,0.08847457627118638
28.061538461538458,0.09457627118644052
28.8,0.0976271186440677
29.538461538461537,0.10677966101694902
30.030769230769227,0.1098305084745762
30.76923076923077,0.11593220338983035
31.507692307692313,0.12203389830508471
31.999999999999996,0.12813559322033885
32.49230769230769,0.13118644067796592
32.98461538461538,0.1342372881355931
33.47692307692307,0.13728813559322028
33.96923076923076,0.14338983050847443
34.46153846153847,0.1464406779661016
35.2,0.15559322033898293
35.69230769230769,0.1586440677966101
36.184615384615384,0.16474576271186425
36.676923076923075,0.16779661016949132
37.169230769230765,0.17084745762711862
37.9076923076923,0.17694915254237276
38.64615384615385,0.183050847457627
39.38461538461537,0.1861016949152542
39.87692307692308,0.1952542372881355
40.36923076923077,0.19830508474576258
40.86153846153846,0.20135593220338965
41.35384615384615,0.20440677966101684
41.84615384615384,0.20745762711864402
42.338461538461544,0.2105084745762711
43.07692307692308,0.21661016949152523
43.815384615384616,0.2227118644067796
44.55384615384615,0.22576271186440666
45.29230769230769,0.23186440677966091
46.030769230769224,0.23491525423728798
46.52307692307693,0.23796610169491517
47.01538461538462,0.24406779661016942
47.50769230769231,0.2471186440677965
48,0.25016949152542356
48.49230769230769,0.25322033898305074
48.98461538461538,0.2562711864406779
49.72307692307692,0.259322033898305
50.46153846153845,0.26237288135593206
51.19999999999999,0.26542372881355913
51.69230769230769,0.2715254237288135
52.184615384615384,0.2715254237288135
52.676923076923075,0.2715254237288135
53.41538461538461,0.27457627118644057
54.153846153846146,0.2806779661016948
55.13846153846153,0.2837288135593219
55.87692307692308,0.2837288135593219
56.61538461538461,0.2867796610169491
57.107692307692304,0.28983050847457614
57.84615384615384,0.2928813559322033
58.33846153846153,0.2959322033898304
59.076923076923066,0.29898305084745747
59.815384615384616,0.30203389830508465
60.55384615384615,0.30203389830508465
61.29230769230769,0.30508474576271183
62.030769230769224,0.3081355932203389
62.76923076923076,0.31118644067796597
64.49230769230769,0.31423728813559304
65.23076923076923,0.31423728813559304
66.21538461538461,0.3172881355932202
66.95384615384614,0.3172881355932202
67.6923076923077,0.3203389830508474
68.43076923076923,0.3203389830508474
69.16923076923075,0.3233898305084745
69.9076923076923,0.3233898305084745
70.64615384615384,0.3233898305084745
71.38461538461539,0.32644067796610154
72.61538461538461,0.32644067796610154
73.6,0.3294915254237287
74.58461538461538,0.3294915254237287
75.32307692307691,0.3294915254237287
76.8,0.3294915254237287
78.03076923076924,0.3294915254237287
79.26153846153846,0.3294915254237287
80.49230769230769,0.3325423728813558
81.47692307692307,0.3325423728813558
82.21538461538461,0.3325423728813558
82.95384615384616,0.3325423728813558
83.44615384615385,0.3294915254237287
84.18461538461538,0.3294915254237287
84.43076923076923,0.32644067796610154
84.92307692307692,0.32644067796610154
85.4153846153846,0.32644067796610154
85.90769230769232,0.3294915254237287
86.39999999999999,0.3294915254237287
87.13846153846154,0.3294915254237287
87.87692307692306,0.3325423728813558
88.86153846153846,0.3325423728813558
89.35384615384615,0.3325423728813558
90.33846153846153,0.3325423728813558
91.32307692307693,0.3325423728813558
92.55384615384615,0.3325423728813558
93.29230769230767,0.335593220338983
94.03076923076922,0.335593220338983
94.76923076923076,0.335593220338983
95.75384615384614,0.335593220338983
96.73846153846154,0.335593220338983
98.21538461538461,0.335593220338983
100.18461538461538,0.335593220338983
100.92307692307692,0.335593220338983
102.15384615384615,0.335593220338983
102.64615384615384,0.33864406779661005
103.63076923076922,0.33864406779661005
105.1076923076923,0.33864406779661005
106.33846153846153,0.33864406779661005
107.07692307692308,0.34169491525423723
108.3076923076923,0.34169491525423723
110.27692307692307,0.34169491525423723
111.5076923076923,0.34169491525423723
112.98461538461538,0.34169491525423723
113.96923076923076,0.3447457627118643
114.7076923076923,0.3447457627118643
115.44615384615383,0.3447457627118643
116.43076923076922,0.3447457627118643
117.66153846153844,0.3447457627118643
118.4,0.3447457627118643
118.8923076923077,0.34779661016949137
119.38461538461539,0.34779661016949137
120.12307692307692,0.34779661016949137
120.61538461538461,0.3447457627118643
121.35384615384615,0.3447457627118643
121.84615384615384,0.3447457627118643
122.58461538461538,0.3447457627118643
123.32307692307691,0.3447457627118643
123.8153846153846,0.3447457627118643
124.55384615384617,0.3447457627118643
125.53846153846155,0.3447457627118643
126.5230769230769,0.3447457627118643
127.50769230769231,0.3447457627118643
128.4923076923077,0.3447457627118643
128.98461538461538,0.3447457627118643
129.96923076923076,0.3447457627118643
130.95384615384614,0.3447457627118643
131.44615384615383,0.3447457627118643
132.43076923076924,0.3447457627118643
133.9076923076923,0.3447457627118643
134.8923076923077,0.3447457627118643
136.36923076923077,0.3447457627118643
136.86153846153846,0.3447457627118643
137.35384615384615,0.3447457627118643
138.33846153846153,0.3447457627118643
139.07692307692307,0.3447457627118643
139.56923076923076,0.3447457627118643
140.3076923076923,0.3447457627118643
141.29230769230767,0.3447457627118643
141.53846153846155,0.3447457627118643
142.52307692307693,0.3447457627118643
143.75384615384613,0.3447457627118643
144.73846153846154,0.3447457627118643
145.4769230769231,0.3447457627118643
146.2153846153846,0.3447457627118643
146.7076923076923,0.3447457627118643
147.44615384615383,0.3447457627118643
147.93846153846152,0.3447457627118643
148.43076923076922,0.3447457627118643
149.16923076923078,0.3447457627118643
149.66153846153847,0.3447457627118643
149.90769230769232,0.3447457627118643
